main value [Voltage (V)],secondary value [Voltage (V)],main value [Current (A)],secondary value [Current (A)],main value [Temperature ],secondary value [Temperature]
12,952,31,332,9,166
5,848,5,89,9,931
6,610,26,346,46,369
538,649,41,557,8,357
41,939,33,43,4,429
3,700,44,682,8,585
13,618,4,161,598,772
21,667,15,482,9,733
6,155,3,241,9,155
13,414,3,888,5,916
11,322,4,155,8,602
1,334,26,939,6,449
5,500,5,378,6,612
7,111,32,754,7,243
42,196,43,219,43,146
6,70,15,866,6,584
1,447,11,776,7,703
7,60,5,279,4,942
6,290,17,525,5,250
6,917,15,508,8,19
12,936,32,623,6,687
6,960,2,621,792,117
6,83,15,407,9,663
3,399,3,543,9,10
5,517,26,181,7,833
6,66,24,279,5,893
11,245,4,756,8,35
8,153,11,908,9,508
5,4,15,740,900,11
6,216,4,155,5,366
4,741,4,253,6,237
48,605,14,123,6,877
3,104,36,320,6,785
49,126,41,486,923,558
2,734,3,444,4,405
6,319,5,198,8,446
5,393,23,171,7,271
3,502,2,952,9,6
61,107,23,1,4,809
5,834,15,725,645,37
5,906,3,257,5,960
32,434,3,193,9,936
8,198,42,270,4,404
3,611,4,443,9,565
7,58,16,794,8,942
65,154,3,902,7,564
24,493,20,48,5,710
3,571,324,396,9,777
3,355,22,358,6,908
6,46,1,367,5,495
6,499,2,164,9,874
6,361,545,71,6,450
17,840,5,507,533,538
5,52,3,301,5,545
5,7,4,269,5,721
7,357,18,395,6,892
589,988,1,637,9,409
38,229,42,671,9,753
6,488,44,261,6,154
4,135,25,280,837,709
4,911,38,624,714,437
5,102,5,80,5,466
27,974,409,214,6,711
7,39,544,932,5,923
4,213,22,785,5,877
6,655,41,237,829,519
7,88,5,197,9,966
5,197,5,265,5,71
1,451,42,299,9,957
19,260,2,25,4,990
46,892,14,857,6,711
14,185,38,579,6,204
1,602,5,328,9,241
4,573,3,841,5,0
323,911,30,393,777,571
4,143,2,922,6,339
6,788,361,380,507,806
6,190,5,225,7,669
5,308,3,392,6,200
3,275,2,523,968,77
6,298,5,51,754,247
10,477,2,931,47,333
31,874,14,804,5,101
36,273,12,680,6,504
5,750,2,440,5,843
15,866,4,537,7,678
5,773,19,440,7,79
384,561,30,899,8,662
1,509,13,333,9,528
6,387,16,373,9,509
31,339,4,866,6,376
41,690,14,273,7,366
18,132,17,524,730,43
5,355,3,303,8,34
6,503,32,640,8,342
7,428,2,14,88,951
7,266,16,102,8,936
2,482,24,236,6,837
6,869,1,454,8,780
6,198,13,961,8,492
4,988,5,527,5,682
3,538,3,151,8,888
9,734,15,707,5,68
7,440,29,907,6,934
38,285,1,424,6,630
6,44,28,404,8,106
57,917,19,204,7,631
18,358,5,391,9,684
6,317,3,994,6,423
6,707,498,221,7,846
2,981,16,475,9,683
19,368,27,262,8,409
4,703,18,307,5,17
6,513,3,804,751,277
2,456,32,652,8,685
3,304,4,944,8,52
7,460,3,484,6,845
17,415,2,315,7,596
3,252,40,798,4,792
2,86,1,810,5,231
651,51,21,502,6,296
4,365,21,621,6,301
5,48,4,927,43,402
7,127,33,313,9,27
15,78,3,557,6,144
11,166,4,970,764,716
5,30,15,979,9,717
3,460,4,823,7,852
39,554,18,179,8,36
6,228,46,755,8,748
5,67,5,113,9,748
3,886,4,190,696,674
5,446,30,101,966,579
1,968,31,556,8,816
4,752,14,333,9,434
7,37,34,801,6,207
2,934,3,260,9,134
22,937,41,830,5,929
7,154,16,666,5,173
6,356,19,452,8,941
3,228,2,296,45,380
66,227,4,529,4,629
17,12,5,91,9,954
6,744,3,340,5,142
22,286,12,628,6,290
6,762,5,172,4,586
31,30,27,338,7,96
351,53,5,552,8,437
719,72,25,927,5,901
1,26,4,684,9,89
1,38,21,161,6,962
5,641,5,255,7,313
5,567,2,712,7,769
520,710,1,550,8,72
2,500,5,360,49,143
3,336,3,401,5,610
549,272,23,842,7,450
5,41,24,102,5,896
26,895,2,506,627,764
6,367,15,612,6,237
5,438,4,670,9,143
2,198,1,620,6,404
4,81,36,274,9,150
21,56,11,391,67,175
4,823,4,125,7,538
6,16,14,861,6,319
23,398,39,579,548,324
33,548,49,983,6,703
46,355,3,635,7,700
744,957,43,881,587,873
11,910,277,205,42,995
6,60,3,735,6,374
14,661,12,567,9,326
56,169,1,970,920,973
2,847,3,355,9,239
18,511,48,770,7,296
14,144,42,612,5,757
6,438,44,922,7,279
4,524,25,547,6,928
3,787,46,472,46,191
2,939,5,63,5,155
13,602,37,423,6,481
4,677,449,975,591,796
6,483,14,797,5,650
365,534,16,550,8,765
14,125,22,515,5,771
13,346,5,234,7,861
35,984,42,757,8,415
6,633,3,168,999,297
7,220,4,900,5,128
7,295,43,167,9,157
6,206,1,703,9,91
28,830,2,790,6,225
35,996,1,333,8,559
25,910,26,224,5,431
4,811,16,888,583,147
4,478,4,168,7,314
27,469,1,894,5,707
